1.0000 0.00000000
1.1000 0.09531018
1.2000 0.18232156
1.3000 0.26236426
1.4000 0.33647224
1.5000 0.40546511
1.6000 0.47000363
1.7000 0.53062825
1.8000 0.58778666
1.9000 0.64185389
2.0000 0.69314718
2.1000 0.74193734
2.2000 0.78845736
2.3000 0.83290912
2.4000 0.87546874
2.5000 0.91629073
2.6000 0.95551145
2.7000 0.99325177
2.8000 1.02961942
2.9000 1.06471074
3.0000 1.09861229
3.1000 1.13140211
3.2000 1.16315081
3.3000 1.19392247
3.4000 1.22377543
3.5000 1.25276297
3.6000 1.28093385
3.7000 1.30833282
3.8000 1.33500107
3.9000 1.36097655
4.0000 1.38629436
4.1000 1.41098697
4.2000 1.43508453
4.3000 1.45861502
4.4000 1.48160454
4.5000 1.50407740
4.6000 1.52605630
4.7000 1.54756251
4.8000 1.56861592
4.9000 1.58923521
5.0000 1.60943791
5.1000 1.62924054
5.2000 1.64865863
5.3000 1.66770682
5.4000 1.68639895
5.5000 1.70474809
5.6000 1.72276660
5.7000 1.74046617
5.8000 1.75785792
5.9000 1.77495235
6.0000 1.79175947
6.1000 1.80828877
6.2000 1.82454929
6.3000 1.84054963
6.4000 1.85629799
6.5000 1.87180218
6.6000 1.88706965
6.7000 1.90210753
6.8000 1.91692261
6.9000 1.93152141
7.0000 1.94591015
7.1000 1.96009478
7.2000 1.97408103
7.3000 1.98787435
7.4000 2.00148000
7.5000 2.01490302
7.6000 2.02814825
7.7000 2.04122033
7.8000 2.05412373
7.9000 2.06686276
8.0000 2.07944154
8.1000 2.09186406
8.2000 2.10413415
8.3000 2.11625551
8.4000 2.12823171
8.5000 2.14006616
8.6000 2.15176220
8.7000 2.16332303
8.8000 2.17475172
8.9000 2.18605128
9.0000 2.19722458
9.1000 2.20827441
9.2000 2.21920348
9.3000 2.23001440
9.4000 2.24070969
9.5000 2.25129180
9.6000 2.26176310
9.7000 2.27212589
9.8000 2.28238239
9.9000 2.29253476
10.0000 2.30258509
